1	13700040	13823184	PRDM2	7
1	13893636	15114635	KAZN	17
1	15215088	15219743	TMEM51	2
1	15236532	15236699	FHAD1	1
1	15409972	15428724	EFHD2	4
1	15438465	15446771	CTRC	7
1	15456754	15472007	CELA2A	8
1	15476126	15491312	CELA2B	8
1	15492943	15524200	CASP9	5
1	15529106	15568177	DNAJC16	14
1	15573651	15584967	AGMAT	7
1	15617671	15656633	DDI2	9
1	15659869	15661722	RSC1A1	1
1	15681601	15733934	PLEKHM2	20
1	15736486	15739406	SLC25A34	5
1	15742560	15747632	TMEM82	6
1	15764984	15784661	FBLIM1	7
1	15807374	15807649	UQCRHL	1
1	15848068	15939427	SPEN	15
1	15941969	15948495	ZBTB17	13
1	16004304	16006346	SRARP	2
1	16015580	16019469	HSPB7	4
1	16022620	16033658	CLCNKA	19
1	16044493	16056916	CLCNKB	19
1	16058437	16073442	FAM131C	7
1	16125215	16155932	EPHA2	17
1	16198587	16209054	ARHGEF19	15
1	16232048	16236742	CPLANE2	5
1	16250670	16315418	FBXO42	9
1	16367258	16395140	SZRD1	4
1	16398765	16431371	SPATA21	11
1	16440762	16458996	NECAP2	7
1	16563943	16592021	NBPF1	22
1	16757232	16764480	MST1L	15
1	16917972	16972446	CROCC	37
1	16974920	16978273	MFAP2	8
1	16985985	17011738	ATP13A2	28
1	17018881	17054019	SDHB	8
1	17069044	17119371	PADI2	16
1	17205218	17244243	PADI1	16
1	17249138	17283079	PADI3	16
1	17308223	17363755	PADI4	16
1	17372246	17401438	PADI6	16
1	17409090	17438514	RCC2	12
1	17580596	17697380	ARHGEF10L	27
1	17823009	17826519	ACTL8	2
1	18108129	18378326	IGSF21	10
1	18480982	18483315	KLHDC7A	1
1	18631604	18744929	PAX7	9
1	18839599	18859660	TAS1R2	6
1	18872845	18902523	ALDH4A1	14
1	18908561	18956332	IFFO2	8
1	19074832	19210362	UBR4	105
1	19219303	19251509	EMC1	22
1	19251836	19258830	MRTO4	8
1	19274346	19288709	AKR7A3	7
1	19304225	19312124	AKR7A2	6
1	19317678	19328643	SLC66A1	7
1	19339530	19485438	CAPZB	9
1	19597046	19626401	MICOS10	4
1	19600949	19657129	MICOS10-NBL1	4
1	19643312	19657129	NBL1	4
1	19665754	19679368	HTR6	3
1	19683040	19799501	TMCO4	16
1	19814418	19815101	RNF186	1
1	19882289	19907746	OTUD3	8
1	19920307	19923559	PLA2G2E	4
1	19975701	19978773	PLA2G2A	4
1	20068950	20090692	PLA2G5	5
1	20114114	20119498	PLA2G2D	4
1	20139428	20150028	PLA2G2F	5
1	20163260	20177363	PLA2G2C	5
1	20190562	20191404	UBXN10	1
1	20310602	20354263	VWA5B1	21
1	20483649	20485379	CAMK2N1	2
1	20500690	20508024	MUL1	4
1	20552974	20553963	FAM43B	1
1	20589130	20618568	CDA	4
1	20633549	20650691	PINK1	8
1	20652379	20661350	DDOST	11
1	20664584	20717706	KIF17	15
1	20721792	20728044	SH2D5	9
1	20744797	20780440	HP1BP3	12
1	20807319	21002742	EIF4G3	30
1	21219955	21345378	ECE1	19
1	21445087	21483386	NBPF3	14
1	21554082	21577648	ALPL	11
1	21596974	21651822	RAP1GAP	24
1	21679417	21782957	USP48	26
1	21812452	21822215	LDLRAD2	5
1	21823316	21937217	HSPG2	97
1	21977040	21989279	CELA3B	8
1	22001675	22012467	CELA3A	8
1	22078479	22091517	CDC42	5
1	22120050	22142922	WNT4	5
1	22489949	22526396	ZBTB40	17
1	22563636	22601741	EPHA8	17
1	22637617	22639407	C1QA	2
1	22644024	22647783	C1QC	2
1	22659457	22661386	C1QB	2
1	22710983	22913870	EPHB2	17
1	22953043	22972316	LACTBL1	7
1	23010901	23015773	TEX46	3
1	23019597	23083364	KDM1A	21
1	23088895	23094261	LUZP1	2
1	23193086	23194219	HTR1D	1
1	23310454	23341008	HNRNPR	9
1	23361969	23368005	ZNF436	3
1	23381466	23424633	TCEA3	10
1	23429856	23484540	ASAP3	25
1	23506178	23530793	E2F2	7
1	23558960	23559426	ID3	2
1	23691824	23696373	RPL11	6
1	23743426	23759573	ELOA	11
1	23778516	23787376	PITHD1	6
1	23792647	23794732	LYPLA2	8
1	23795949	23799007	GALE	10
1	23802463	23825415	HMGCL	7
1	23845715	23868286	FUCA1	8
1	23874535	23875617	CNR2	1
1	23961458	23961877	PNRC2	1
1	23967663	23980255	SRSF10	5
1	24057364	24108636	MYOM3	36
1	24120805	24143082	IL22RA1	7
1	24157130	24187248	IFNLR1	7
1	24319552	24364371	GRHL3	16
1	24358543	24415057	STPG1	8
1	24413724	24469185	NIPAL3	11
1	24514373	24535277	RCAN3	4
1	24595431	24605747	NCMAP	3
1	24643327	24672286	SRRM1	18
1	24745554	24840937	CLIC4	6
1	24902122	24964571	RUNX3	5
1	25223266	25232467	SYF2	6
1	25242589	25246963	RSRP1	4
1	25272548	25329136	RHD	9
1	25340487	25360705	TMEM50A	6
1	25362436	25420786	RHCE	8
1	25431099	25498466	MACO1	11
1	25543699	25590181	LDLRAP1	9
1	25617798	25783850	MAN1C1	12
1	25800231	25815718	SELENON	13
1	25823105	25832026	MTFR1L	6
1	25832088	25859357	AUNIP	4
1	25862799	25863839	PAQR7	1
1	25885723	25904676	STMN1	4
1	25961989	25997472	PAFAH2	11
1	26022647	26035347	EXTL1	11
1	26039160	26045896	SLC30A2	7
1	26051873	26067494	TRIM63	9
1	26111370	26122577	PDIK1L	2
1	26161292	26162107	FAM110D	1
1	26164161	26168499	C1orf232	4
1	26169984	26170716	ZNF593	3
1	26177548	26189548	CNKSR1	21
1	26190628	26202542	CATSPER4	10
1	26239784	26277293	CEP85	13
1	26280156	26281123	SH3BGRL3	3
1	26282299	26302883	UBXN11	13
1	26318018	26320302	CD52	2
1	26321968	26350612	CRYBG2	20
1	26361651	26374290	ZNF683	7
1	26410892	26426458	LIN28A	4
1	26432946	26469131	DHDDS	8
1	26472613	26475148	HMGN2	6
1	26529921	26574201	RPS6KA1	22
1	26696404	26780756	ARID1A	20
1	26790816	26797844	PIGV	3
1	26826805	26853843	ZDHHC18	8
1	26863213	26863959	SFN	1
1	26879677	26890096	GPN2	5
1	26891010	26900442	GPATCH3	7
1	26911143	26946181	NUDC	10
1	26911845	26913940	NR0B2	2
1	26950069	26952380	KDF1	3
1	26993787	26994470	TRNP1	1
1	27005944	27012670	TENT5B	2
1	27100307	27154334	SLC9A1	12
1	27261055	27306383	WDTC1	15
1	27322198	27335466	TMEM222	6
1	27342310	27353852	SYTL1	14
1	27355391	27366597	MAP3K6	28
1	27369236	27374818	FCN3	7
1	27379308	27383239	CD164L2	6
1	27393799	27394791	GPR3	1
1	27408189	27428890	WASF2	8
1	27547304	27552115	AHDC1	1
1	27612914	27623916	FGR	9
1	27666381	27669314	IFI6	4
1	27726081	27760581	FAM76A	10
1	27773308	27822329	STX12	9
1	27830836	27850446	PPP1R8	7
1	27872572	27885922	THEMIS2	6
1	27892163	27914660	RPA2	8
1	27935184	27958838	SMPDL3B	9
1	27960070	27967200	XKR8	3
1	27974466	28058026	EYA3	16
1	28149993	28151021	PTAFR	1
1	28201248	28232998	DNAJC8	9
1	28236184	28237978	ATP5IF1	3
1	28259848	28280802	SESN2	10
1	28330663	28334970	MED18	2
1	28407448	28496549	PHACTR4	14
1	28529867	28538007	RCC1	10
1	28553111	28577636	TRNAU1AP	9
1	28592512	28596461	RAB42	2
1	28603539	28648360	TAF12	6
1	28683613	28714773	GMEB1	9
1	28737121	28768952	YTHDF2	5
1	28812384	28863283	OPRD1	3
1	28987438	29115797	EPB41	21
1	29120905	29128972	TMEM200B	2
1	29148410	29181752	SRSF4	5
1	29194022	29230906	MECR	10
1	29236645	29325661	PTPRU	32
1	30713582	30723551	MATN1	8
1	30733828	30757745	LAPTM5	6
1	30873211	30909720	SDC3	5
1	30933211	31059566	PUM1	21
1	31181703	31239547	NKAIN1	6
1	31260072	31296751	SNRNP40	10
1	31297082	31364193	ZCCHC17	7
1	31360798	31373014	FABP3	4
1	31409838	31434199	SERINC2	11
1	31576399	31586979	TINAGL1	10
1	31619193	31632518	HCRTR1	7
1	31630613	31644864	PEF1	5
1	31652651	31702193	COL16A1	69
1	31727420	31757221	ADGRB2	29
1	31790603	31815333	SPOCD1	15
1	31908852	31919065	PTP4A2	4
1	32013996	32042624	KHDRBS1	9
1	32073048	32102673	TMEM39B	9
1	32108131	32170894	KPNA6	14
1	32180346	32195195	TXLNA	10
1	32201936	32205248	CCDC28B	5
1	32205682	32208082	IQCC	5
1	32209094	32215897	DCDC2B	9
1	32215199	32222322	TMEM234	7
1	32222442	32231196	EIF3I	11
1	32247422	32248601	FAM167B	2
1	32274330	32285716	LCK	11
1	32292170	32333044	HDAC1	14
1	32334597	32336033	MARCKSL1	2
1	32361433	32362091	FAM229A	3
1	32362702	32364256	TSSK3	2
1	32366622	32394414	BSDC1	9
1	32470625	32485418	ZBTB8B	3
1	32592932	32600419	ZBTB8A	3
1	32621862	32650565	ZBTB8OS	4
1	32651307	32679705	RBBP4	12
1	32681788	32702660	SYNC	4
1	32741955	32772887	KIAA1522	7
1	32775981	32817244	YARS1	13
1	32826100	32856038	S100PBP	5
1	32863738	32870746	FNDC5	6
1	32888899	32893862	HPCA	3
1	32894805	32901238	TMEM54	5
1	32936806	32964685	RNF19B	9
1	33010829	33036828	AK2	6
1	33082250	33160965	AZIN2	8
1	33147177	33182244	TRIM62	6
1	33270575	33299046	ZNF362	8
1	33306766	33321098	A3GALT2	5
1	33324865	33375539	PHC2	10
1	33479289	33495476	ZSCAN20	7
1	33519518	34165813	CSMD2	70
1	33864192	33864752	HMGB4	1
1	34177790	34218761	C1orf94	7
1	34757331	34758152	GJB5	1
1	34761255	34762055	GJB4	1
1	34784763	34785575	GJB3	1
1	34794214	34795215	GJA4	1
1	34855699	34857369	SMIM12	2
1	34866083	34905383	DLGAP3	10
1	34981944	34985305	TMEM35B	3
1	34987104	35030639	ZMYM6	15
1	35089160	35115259	ZMYM1	10
1	35178013	35193049	SFPQ	10
1	35269047	35419677	ZMYM4	30
1	35434894	35554491	KIAA0319L	20
1	35558191	35565663	NCDN	7
1	35573578	35594676	TFAP2E	7
1	35603267	35641432	PSMB2	6
1	35715632	35716321	C1orf216	1
1	35720891	35769870	CLSPN	25
1	35808417	35853605	AGO4	18
1	35883422	35919709	AGO1	19
1	35931427	36055745	AGO3	19
1	36084922	36088186	TEKT2	9
1	36088905	36093386	ADPRS	6
1	36097569	36125649	COL8A2	4
1	36137203	36149378	TRAPPC3	3
1	36156418	36180258	MAP7D1	17
1	36282564	36304017	THRAP3	10
1	36306421	36327880	SH3D21	18
1	36322295	36323037	EVA1B	2
1	36341755	36361332	STK40	10
1	36393758	36394129	LSM10	1
1	36418139	36450369	OSCP1	10
1	36455788	36464275	MRPS15	8
1	36466096	36479496	CSF3R	16
1	36801851	37034108	GRIK3	16
1	37475497	37483611	ZC3H12A	5
1	37493769	37514746	MEAF6	6
1	37537748	37554229	SNIP1	4
1	37556995	37565061	DNALI1	6
1	37566855	37595822	GNL2	16
1	37612755	37629901	RSPO1	5
1	37683082	37690398	C1orf109	5
1	37692691	37708366	CDCA8	10
1	37715976	37752662	EPHA10	14
1	37794183	37800203	MANEAL	4
1	37803925	37808180	YRDC	5
1	37808405	37809073	C1orf122	3
1	37815136	37857658	MTF1	10
1	37862315	37946779	INPP5B	23
1	37958186	37989965	SF3A3	15
1	37997405	37999412	FHL3	5
1	38012803	38023628	UTP11	8
1	38045388	38046743	POU3F1	1
1	38839553	38859646	RRAGC	7
1	38864670	38873305	MYCBP	5
1	38874551	38876098	GJA9	1
1	38886504	38929509	RHBDL2	8
1	38991381	39004055	AKIRIN1	5
1	39028725	39034496	NDUFS5	2
1	39084219	39485794	MACF1	93
1	39410266	39414549	KIAA0754	1
1	39491992	39525798	BMP8A	7
1	39561698	39575951	PABPC4	15
1	39626507	39639625	HEYL	5
1	39659121	39672038	NT5C1A	6
1	39682536	39684603	HPCAL4	2
1	39738901	39763742	PPIE	10
1	39760419	39788485	BMP8B	7
1	39769702	39771255	OXCT2	1
1	39841744	39883491	TRIT1	9
1	39897372	39901888	MYCL	3
1	39955293	39969568	MFSD2A	14
1	40059347	40071533	CAP1	12
1	40074061	40097238	PPT1	6
1	40161400	40240447	RLF	8
1	40247994	40251594	TMCO2	2
1	40258272	40292669	ZMPSTE24	10
1	40301182	40317197	COL9A2	32
1	40374121	40422101	SMAP2	10
1	40450962	40463589	ZFP69B	5
1	40479362	40496059	ZFP69	5
1	40514545	40515666	EXO5	1
1	40533167	40547460	ZNF684	4
1	40626517	40692009	RIMS3	7
1	40730555	40770828	NFYC	11
1	40784094	40838523	KCNQ4	14
1	40861573	40862127	CITED4	1
1	40981987	41010245	CTPS1	18
1	41016106	41020660	SLFNL1	4
1	41028194	41186133	SCMH1	13
1	41361931	41382681	FOXO6	3
1	41479409	41484685	EDN2	3
1	41510451	41584797	HIVEP3	6
1	42153451	42155596	GUCA2B	3
1	42162906	42164712	GUCA2A	3
1	42179710	42311093	FOXJ3	11
1	42380935	42414974	RIMKLA	5
1	42430736	42455997	ZMYND12	8
1	42456566	42473244	PPCS	3
1	42480552	42654028	CCDC30	18
1	42658447	42667419	PPIH	9
1	42682566	42701015	YBX1	7
1	42735086	42740063	CLDN19	5
1	42746697	42766971	P3H1	15
1	42767312	42775394	C1orf50	5
1	42789894	42798225	TMEM269	5
1	42807414	42816544	SVBP	2
1	42830449	42843232	ERMAP	10
1	42849342	42851813	ZNF691	2
1	42927041	42958651	SLC2A1	10
1	43145249	43156313	FAM183A	4
1	43164443	43172421	EBNA1BP2	10
1	43172754	43254191	CFAP57	23
1	43272723	43273382	TMEM125	1
1	43282785	43283270	C1orf210	2
1	43301072	43322722	TIE1	23
1	43337849	43352772	MPL	11
1	43359216	43363129	CDC20	10
1	43363916	43365609	ELOVL1	6
1	43384450	43389764	MED8	8
1	43389969	43450480	SZT2	73
1	43451019	43453793	HYI	9
1	43545076	43622003	PTPRF	34
1	43653176	43704370	KDM4A	21
1	43736263	43930221	ST3GAL3	12
1	43935657	43936765	ARTN	3
1	43947601	43967682	IPO13	20
1	43970176	43972539	DPH2	6
1	43975041	43978007	ATP6V0B	8
1	43980012	43990448	B4GALT2	7
1	43991879	43996179	CCDC24	8
1	43997545	44024277	SLC6A9	13
1	44118827	44130756	KLF17	4
1	44137821	44141631	KLF18	2
1	44213754	44220618	DMAP1	10
1	44221558	44355026	ERI3	7
1	44412098	44650775	RNF220	14
1	44654559	44674391	TMEM53	3
1	44684652	44725403	ARMH1	12
1	44739933	44767179	KIF2C	21
1	44775597	44778685	RPS8	6
1	44784210	44787705	BEST4	9
1	44800464	44805678	PLK3	15
1	44806003	44806668	DYNLT4	1
1	44808821	44814007	BTBD19	8
1	44820689	44842932	PTCH2	23
1	44850951	44981168	EIF2B3	11
1	45003492	45011257	HECTD3	21
1	45012266	45015498	UROD	10
1	45018454	45206350	ZSWIM5	14
1	45327149	45328264	HPDL	1
1	45329306	45340254	MUTYH	16
1	45340253	45343702	TOE1	8
1	45344840	45457785	TESK2	10
1	45495059	45499609	CCDC163	5
1	45500333	45509215	MMACHC	4
1	45511329	45519043	PRDX1	5
1	45561795	45569956	AKR1A1	8
1	45584147	45618141	NASP	15
1	45620275	45623909	CCDC17	11
1	45628256	45659087	GPBP1L1	9
1	45691069	45693905	TMEM69	2
1	45694418	45746411	IPP	9
1	45803896	46036066	MAST2	31
1	46043673	46176471	P3R3URF-PIK3R3	10
1	46043673	46132745	PIK3R3	11
1	46175586	46176471	P3R3URF	2
1	46181108	46196300	TSPAN1	7
1	46188719	46197821	POMGNT1	22
1	46203427	46220220	LURAP1	2
1	46248406	46278282	RAD54L	18
1	46278865	46303322	LRRC41	10
1	46303767	46316584	UQCRH	4
1	46340827	46383932	NSUN4	6
1	46394349	46413575	FAAH	15
1	46507011	46512494	DMBX1	4
1	46532994	46533527	TMEM275	1
1	46547730	46551215	KNCN	3
1	46558575	46585889	MKNK1	12
1	46609655	46613321	MOB3C	3
1	46635776	46668391	ATPAF1	7
1	46669439	46673456	TEX38	2
1	46678461	46718087	EFCAB14	11
1	46799082	46818814	CYP4B1	12
1	46930115	46941433	CYP4A11	10
1	46961583	47050174	CYP4X1	12
1	47067491	47117934	CYP4Z1	12
1	47137486	47148797	CYP4A22	12
1	47183971	47189932	PDZK1IP1	4
1	47219720	47225888	TAL1	3
1	47251136	47310319	STIL	17
1	47333946	47376745	CMPK1	6
1	47416316	47417275	FOXE3	1
1	47438136	47439623	FOXD2	1
1	47761189	47996789	TRABD2B	5
1	48222737	48247543	SLC5A9	14
1	48261644	48472008	SPATA6	13
1	48522581	50023796	AGBL4	13
1	48727886	48776831	BEND5	6
1	50048165	50201178	ELAVL4	7
1	50418665	50421536	DMRTA2	2
1	50441440	50959811	FAF1	19
1	50970369	50974270	CDKN2C	2
1	51102189	51152049	C1orf185	5
1	51236757	51271322	RNF11	3
1	51288157	51345043	TTC39A	18
1	51356700	51519231	EPS15	23
1	51617111	51787789	OSBPL9	25
1	51789236	51878615	NRDC	31
1	51919927	51977117	RAB3B	4
1	52020933	52055096	TXNDC12	7
1	52032697	52033761	KTI12	1
1	52059848	52086758	BTF3L4	5
1	52233207	52346221	ZFYVE9	17
1	52353519	52364620	CC2D1B	23
1	52373181	52402223	ORC1	16
1	52404750	52416690	PRPF38A	10
1	52423825	52526280	TUT4	27
1	52602410	52608425	GPX7	3
1	52632846	52657040	SHISAL2A	3
1	52687720	52698326	COA7	3
1	52726654	52821629	ZYG11B	14
1	52842884	52892957	ZYG11A	14
1	52896520	52921673	ECHDC2	8
1	52927397	53050704	SCP2	16
1	53066806	53082161	PODN	10
1	53088009	53142449	SLC1A7	11
1	53196944	53213595	CPT2	5
1	53214659	53220575	CZIB	6
1	53227045	53238448	MAGOH	5
1	53247018	53327912	LRP8	18
1	53459454	53466662	DMRTB1	4
1	53506619	53738064	GLIS1	10
1	53767970	53838261	NDC1	18
1	53860064	53888937	YIPF1	8
1	53894211	53909999	DIO1	4
1	53916790	53940082	HSPB11	5
1	53952000	53967939	LRRC42	7
1	54008982	54018176	LDLRAD1	4
1	54032150	54053188	TMEM59	6
1	54054423	54096473	TCEANC2	4
1	54132968	54152922	CDCP2	6
1	54174619	54195616	CYB5RL	4
1	54200244	54225382	MRPL37	7
1	54227131	54406008	SSBP3	16
1	54548310	54634729	ACOT11	17
1	54609268	54623395	FAM151A	8
1	54652927	54710187	MROH7	22
1	54715909	54741513	TTC4	10
1	54757734	54759161	PARS2	1
1	54781243	54801163	TTC22	6
1	54806117	54841873	LEXM	10
1	54852233	54887119	DHCR24	9
1	54981066	54992103	TMEM61	3
1	54999187	55008628	BSND	4
1	55039838	55063584	PCSK9	12
1	55069045	55215113	USP24	69
1	56496551	56579016	PLPP3	6
1	56645388	56707713	PRKAA2	9
1	56719671	56819290	FYB2	16
1	56854902	56917716	C8A	11
1	56929404	56965948	C8B	12
1	57010695	57291030	DAB1	13
1	58480965	58539294	OMA1	8
1	58576185	58577156	TACSTD2	1
1	58659997	58700052	MYSM1	20
1	58782075	58783070	JUN	1
1	59321550	59762584	FGGY	16
1	59815118	59872965	HOOK1	22
1	59893651	59926746	CYP2J2	9
1	59990673	60072643	C1orf87	11
1	61077626	61455379	NFIA	10
1	61683436	61725120	TM2D1	6
1	61762893	62161054	PATJ	45
1	62206629	62211372	L1TD1	2
1	62238277	62281564	KANK4	8
1	62439868	62450981	USP1	8
1	62455414	62688264	DOCK7	48
1	62597567	62604817	ANGPTL3	7
1	62803787	62864159	ATG4C	10
1	63323059	63324495	FOXD3	1
1	63370978	63437020	ALG6	14
1	63441042	63523133	ITGB3BP	8
1	63523532	63583316	EFCAB7	14
1	63593489	63659675	PGM1	11
1	63774418	64178855	ROR1	9
1	64204051	64267208	UBE2U	10
1	64470745	64691561	CACHD1	27
1	64745173	64830985	RAVER2	12
1	64834562	64886264	JAK1	24
1	65148408	65226177	AK4	5
1	65264911	65413025	DNAJC6	19
1	65420725	65431919	LEPROT	4
1	65565566	65637015	LEPR	18
1	65913315	66372678	PDE4B	16
1	66534359	66743095	SGIP1	25
1	66754659	66777454	DYNLT5	4
1	66798013	66801221	INSL5	2
1	66814130	66924831	DNAI4	14
1	66925029	66986473	MIER1	15
1	67004340	67054013	SLC35D1	12
1	67093005	67127240	C1orf141	6
1	67168121	67259128	IL23R	10
1	67320369	67396089	IL12RB2	15
1	67413207	67430300	SERBP1	8
1	67685495	67687774	GADD45A	4
1	67705451	67707686	GNG12	2
1	68046608	68047297	DIRAS3	1
1	68098632	68232299	WLS	12
1	68429776	68449905	RPE65	14
1	68476932	68496999	DEPDC1	11
1	69568640	70121887	LRRC7	27
1	70145800	70205540	LRRC40	15
